CCN1n2c(C=C(C1=O)c3cc(ccc3C)C(=O)NC4CC4)nnc2c5c(F)cccc5Cl,09J
FC(F)(F)Oc1ccc(CC(=O)Nc2[nH]nc(c2)C3CC3)cc1,09K
Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CC5,09L
CCOc1cncc(c1)N2CCCNCC2,09P
C1CNCCN(C1)c2cncc(c2)c3ccccc3,09Q
CCOc1cc(cnc1Br)N2CCCNCC2,09S
Cc1cc2ncn(Cc3ccc(Cl)c(Cl)c3)c2cc1C,09T
CC(C)Nc1sc(c(N)n1)C(=O)c2cccnc2,09Z
OC(=O)[CH](NC(=O)Cc1sccc1)[CH]2SCC(=C)C(=N2)C(O)=O,0A4
N[CH](Cc1ccccc1)[CH](O)CCC(O)=O,0AC
N[CH](Cc1c[nH]c2c(O)cccc12)C(O)=O,0AF
CO[CH]1O[CH]([CH](O)[CH](O)[CH]1NC(C)=O)C(O)=O,0AI
C[CH]1CC[C]2(CC[C]3(C)C(=CC[CH]4[C]5(C)C[CH](O)[CH](O)[C](C)(CO)[CH]5CC[C]34C)[CH]2[CH]1C)C(O)=O,0AS
COc1cccc(c1)c2cccc(c2)[CH]3C[CH]3C4=CC(=O)N(C)C(=N4)N,0B1
CN1C(=O)C[C](C)(CCc2ccccc2)N=C1N,0B3
CN1C(=O)C[C](C)(N=C1N)[CH]2C[CH]2c3ccccc3,0B4
CC(F)(F)[CH]1OC(=N[C](C)([CH]1F)c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N,0B5
C[C]1(C=C(CF)OC(=N1)N)c2cc(NC(=O)c3ccc(cn3)C#N)ccc2F,0B6
Cc1cccc2scc(CN3C(=O)N(CCCC(O)=O)c4ccccc34)c12,0BB
CCOc1ccc(cc1NC(=O)c2cc(cc(c2)c3n[nH]nn3)c4cscn4)C(C)=O,0BC
C[S](=O)(=O)N[CH](Cc1ccccc1)C(=O)N2CCC[CH]2C(=O)NCC3CCN(CC3)C(N)=N,0BM
CC[CH]1C[N]2CC[CH]1C[CH]2[CH](O)c3ccnc4ccc(OC)cc34,0BR
CC1=CN([CH]2C[CH]3O[C](OC[CH]3O2)(c4ccc(I)cc4)[P](O)(O)=O)C(=O)NC1=O,0BT
O=CCc1cc2ccccc2c3ccccc13,0BV
COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c3cccc(OC)c3)c1,0BW
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,0BX
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,0BY
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3F)n2)cc1,0BZ
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3c4ccccc4)n2)cc1,0C0
C[S](=O)(=O)NC(=O)c1n(Cc2cc(F)ccc2F)c3ccc4CCOc4c3c1C5=CC=CNC5=O,0C1
C[CH]1COc2c1ccc3n(Cc4cc(F)ccc4F)c(C(=O)N[S](C)(=O)=O)c(C5=CC=CNC5=O)c23,0C2
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3C(F)(F)F)n2)cc1,0C3
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3Br)n2)cc1,0C4
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,0C5
OC(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1,0C6
Clc1ccccc1Nc2ccnc(Nc3ccc(cc3)c4[nH]nnn4)n2,0C7
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1,0C8
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3C(O)=O)n2)cc1,0C9
CC(C)c1cc2c(cc(OC3CCN(CC3)C(C)=N)cc2C(O)=O)n1Cc4ccc5ccc(cc5c4)C(N)=N,0CA
CC(C)n1c2ccc(cc2c3c4C=NC(=O)c4c5c(CCc6nn(C)cc56)c13)[CH]7CCCCO7,0CE
CCC(=O)N1CC[CH](C1)Oc2nc(cc3ccccc23)C4=NNC(=O)N4,0CI
Nc1nccc(n1)c2n(cnc2c3ccc(F)cc3)C4CCCCC4,0CK
CC(C)(O)C[CH]1CO[C](C)(C1)[CH]2CC[CH]3C(CCC[C]23C)=CC=C4C[CH](O)C[CH](O)C4=C,0CO
COc1ccc(cc1O[CH]2C[CH]3CC[CH]2C3)C4CNC(=O)NC4,0CP
COc1cc(C)c2nc3[nH]nc(C)c3c(N4CCNCC4)c2c1,0CV
CC[CH]1CCC[CH](O)[CH](C)C(=O)C2=C[CH]3[CH]4C[CH](O)C[CH]4C=C[CH]3[CH]2CC(=O)O1,0CX
Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,0CZ
Oc1ccc(cc1)C(=C(Cl)Cl)c2ccc(O)cc2,0D1
O=C1NC(=O)[C](N1)(c2ccccc2)[C]3(NC(=O)NC3=O)c4ccccc4,0D2
C[CH](NC(=O)[CH](CS)Cc1ccccc1)C(=O)NCC(N)=O,0D3
NC1=NC(=O)N(C=C1)[CH]2C[CH](O)[CH](CO[P](O)(O)=O)O2,0DC
CN1C(=O)Nc2ncc(cc12)c3ccccc3,0DF
N[CH](Cc1cccc(Cl)c1)C(=O)N2CCN(CC2)C(=O)c3cc(F)ccc3F,0DI
CN1C(=O)Nc2ncc(cc12)c3cccc(c3)C(N)=O,0DJ
CC1=CN([CH]2C[CH](O)[CH](CF)O2)C(=O)NC1=O,0DN
CC1=CN([CH]2C[CH](O)[CH](CO[P](O)(O)=O)O2)C(=O)NC1=O,0DT
CN1C(=CC(=C(C1=O)c2ccc(C[CH](NC(=O)c3c(Cl)cccc3Cl)C(O)=O)cc2)C(F)(F)F)C,0DU
CC(C)(CO)[CH]1CC2=C(CO1)c3ccccc3C(=O)N2,0E0
CC(C)[CH]1Cc2nc(O)c(cc2CO1)C#N,0E1
CN[CH]([CH](O)c1ccc(O)c(O)c1)C(O)=O,0EA
COc1cc2nc(nc(N)c2cc1OC)N3CCNCC3,0EC
C[CH](NC(=O)OC(C)(C)C)C(=O)N1CCC[CH]1C(=O)N[CH](Cc2ccccc2)NC(O)=O,0EF
CC(C)[CH](NC(=O)[CH]1CCCN1C(=O)[CH](C)NC(=O)OC(C)(C)C)B(O)O,0EG
CC(C)(C)NC(=O)[CH](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3cccnc3,0EN
CCNC(=O)Nc1sc2ccccc2c1C(=O)N3CCC(CC3)N4CCC[C]5(C4)CC(C)(C)OC5=O,0EU
CCC(O)(CC)c1cc2[nH]c(cc2c(OCCN3CCOCC3)c1)c4n[nH]c5ccsc45,0F2
N[CH]1CC[CH](CC1)Nc2cncc(n2)c3cccc(C=C4SC(=O)NC4=O)c3,0F5
O=C(c1occc1)c2c[nH]c3ccccc23,0FR
FC(F)(F)c1cccc(C=C2SC(=O)NC2=O)c1,0FS
OC(=O)c1ccc(Oc2cccc(NC(=O)c3ccc(cc3)c4ccccc4)c2)cc1C(O)=O,0FW
COc1ccc2c(CCN=C2c3ccc(cc3)[S](N)(=O)=O)c1,0FZ
N[CH](CCCNC(=O)c1cccc(I)c1)C(O)=O,0G5
CC=C(Oc1cccc(C(O)=O)c1O)C(O)=O,0GA
Cc1cc(N)nc(c1)c2ccc(CNCCc3cccc(F)c3)cc2,0GD
COc1cc(CC(=O)NC[CH](N)C(O)=O)ccc1O,0GG
CC(F)(F)c1cccc(CN[CH]2C[S](=O)(=O)C[CH](Cc3cc(F)c(N)c(Br)c3)[CH]2O)c1,0GS
CC(C)(C)c1cccc(CN[CH]2C[S](=O)(=O)C[CH](Cc3ccc4[nH]cc(CC(F)F)c4c3)[CH]2O)c1,0GT
CCOc1nc(cc2ccccc12)C3=NNC(=O)N3,0GW
CCCOc1sc(c(C)c1Br)C(=O)N2[CH]3CC[CH]2CC(C3)c4cc(CN)ccc4F,0GX
Cc1ccc(NC(=O)[CH](CC2CCCC2)N3C=CC(=CC3=O)C(F)(F)F)nc1,0H4
COc1ccc2ncnc(Nc3ccn(C)n3)c2c1,0H5
OC(=O)c1ccc(NC(=O)[CH](CC2CCCC2)n3cnc(c3)C(F)(F)F)nc1,0H6
OC([CH]1CN2CCC1CC2)(c3sc(Cl)cc3)c4sc(Cl)cc4,0H7
COc1ccc(CNCC[S](O)(=O)=O)cc1,0H9
O=C(NCCc1ccccc1)Nc2ccc3[nH]ncc3c2,0HD
C[N+]1(C)[CH]2CC(C[CH]1[CH]3O[CH]23)OC(=O)C(O)(c4sccc4)c5sccc5,0HK
NCc1ccc(NC(=O)c2c(O)ccc[n+]2Cc3nccn3Cc4ccccc4)cc1,0HM
OC(=O)c1cccc(Nc2ccc(c3ccccc23)[N+]([O-])=O)c1,0HV
CCOC(=O)[CH]1O[CH]1C(=O)N[CH]([CH](C)CC)C(=O)N2CCC[CH]2C(O)=O,0HW
CCC(CC)O[CH]1OC(=C[CH](O)[CH]1NC(C)=O)C(O)=O,0HX
COC(=O)C[CH](C)C1=NNC2=C(C(=O)NC(=N2)N)C1=O,0HY
NC(=[NH2+])NCCC[CH]1NC(=O)[CH]2CCCN2C1=O,0HZ
Oc1c(Cc2cccnc2)ccc3cccnc13,0IN
CN1C(=O)C=C(OCc2cn(nn2)C3C[CH]4CC[CH](C3)[N+]4(C)C)c5ccccc15,0J0
C[CH](CC(O)=O)C1=NNC2=C(C(=O)NC(=N2)N)C1=O,0J2
CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+]([O-])=O)c3c2)C(F)(F)F,0J3
C[CH](C(O)=O)C1=NNC2=C(C(=O)NC(=N2)N)C1=O,0J4
NC1=NC2=C(C(=O)N1)C(=O)C(=NN2)CC(O)=O,0J5
O=C(Nc1cccc(c1)c2[nH]nnn2)c3ccc4n[nH]cc4c3,0J6
O=C(Nc1cccc(c1)c2[nH]nnn2)c3cccc(c3)c4ncccn4,0J7
[O-][N+](=O)c1cccc(CNc2nc(nc3ncc(cc23)c4cnn(c4)C5CCNCC5)C(F)(F)F)c1,0J8
CC(C)(C)n1nc(c2cccc3ccccc23)c4c(N)ncnc14,0J9
O=C(Nc1cccc(c1)c2[nH]nnn2)c3cccc4nc[nH]c34,0JB
CCOc1cc2nc([nH]c2cc1F)c3[nH]ncc3NC(=O)N(CC)CC,0JE
COC(=O)[CH](Cc1n(C=CCO)c2ncnc(N)c2c1c3ccc(C)cc3)C#N,0JG
Cc1ccc(cc1)c2c(C[CH](C#N)C(=O)OC(C)(C)C)n(CCCO)c3ncnc(N)c23,0JH
COc1cnc2c(NCc3nnc4ccc(nn34)c5snc(C)c5)ccnc2c1,0JJ
O=C1N(CCc2nnn(Cc3ccc4ncccc4c3)c12)c5ccccc5,0JK
COCCOc1cnc2ccc(cc2c1)[CH](C)n3nnc4C=CN(C(=O)c34)c5snc(C)c5,0JL
CC1(C)S[CH]2[CH](NC(=O)[CH](C(O)=O)c3ccccc3)[CH](O)N2[CH]1C(O)=O,0JM
CC(C)(C)n1nc(Cc2cccc3ccccc23)c4c(N)ncnc14,0JN
Cc1ncc(CO[P](O)(O)=O)c(C=NC(=C)C(O)=O)c1O,0JO
COc1cc2CCn3cnc(c4scnc4)c3c2cc1OC,0JP
COc1cc2nncc(c3cnc(N4CCC(CC4)C(C)(C)O)c(C)c3)c2cc1OC,0JQ
CC(C)(CO)[CH](O)C(=O)NCCC(=O)NCc1cccnc1,0JR
C[S](=O)(=O)Nc1cccc(c1)c2cnc(N)c(n2)C(=O)NCC3CCNCC3,0K0
Cn1cc(cn1)c2cccc(c2)c3cnc(N)c(n3)C(=O)NC4[CH]5CC6C[CH]4CC(O)(C6)C5,0K1
CN1CCN(CC1)C(=O)c2cc(Nc3ncc4cc(n(C5CCCC5)c4n3)C(N)=O)cn2C,0K6
O[P](O)(=O)c1ccccc1OCC(=O)Nc2cccc(c2)C(F)(F)F,0KB
O[P](O)(=O)c1ccccc1OCC(=O)NC2CCCC2,0KC
O=C(Nc1cccnc1)c2ccnc3[nH]c(nc23)c4cscc4,0KD
Cn1nc(C)cc1C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2,0KF
O[P](O)(=O)c1ccccc1OCC(=O)NC2CCCCC2,0KG
O[P](O)(=O)c1ccccc1OCC(=O)Nc2cccc(Cl)c2Cl,0KH
CN1C(=N)NC(C1=O)(c2ccccc2)c3ccccc3,0KK
COc1cccc(c1)c2cccc(c2)[C]3(NC(=N)N(C)C3=O)c4ccccc4,0KM
CN1C(=N)N[C](C1=O)(c2ccccc2)c3cccc(c3)c4cccnc4,0KP
CN1C(=N)N[C](C2CC2)(C1=O)c3cccc(c3)c4cncc(Cl)c4,0KQ
CC#Cc1cncc(c1)c2cccc(c2)[C]3(NC(=N)N(C)C3=O)C4CC4,0KR
CN(c1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)[S](=O)(=O)c2ccccc2,0KS
COCCn1cccc1[C](O)(c2ccc(cc2)N(C)[S](=O)(=O)c3ccccc3)C(F)(F)F,0KT
Cc1nc(sc1CO)[CH](NC(=O)C(=O)Nc2ccc(Cl)cc2)[CH]3CCCCN3,0KU
Cc1nc(sc1CCO)[CH](NC(=O)C(=O)Nc2ccc(Cl)cc2)[CH]3CCCCN3,0KW
CCO[CH](C)CN1C(=S)NC(=O)c2nc[nH]c12,0KY
CC1=CN([CH]2C[CH](O)[C]3(CO[P](O)(O)=O)C[CH]23)C(=O)NC1=O,0KZ
OCc1cc(Br)c(c2ccc(O)cc2)c(c1)c3cocc3,0L8
CO[CH](C(O)=O)c1c(C)nc2ccc(Br)cc2c1c3ccc(Cl)cc3,0L9
C[CH](C(O)=O)c1ccc2c([nH]c3ccc(Cl)cc23)c1,0LA
Fc1ccc(cc1)N2CCN(CC2)C(=O)[CH]3CCCC[CH]3C(=O)NC4(CC4)C#N,0LB
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[CH]4CCCC[CH]4C(=O)NC5(CC5)C#N,0LC
OC(=O)[CH]1C[CH](CN1)OCCCCc2ccccc2,0LF
