CC1CCN(CC1)CC(=O)Nc2onc(c2)C(C)C,47K
C[CH](C1CC1)N(C)CC2=Nc3ccccc3C(=O)N2,47P
O=C1Nc2ccc(NCc3ccccn3)cc2N1,47Q
Cn1nc(C)c(CC(=O)Nc2ccccn2)c1C,47U
Cc1oc(C)c(c1)C(=O)Nc2ccncc2,47V
COc1cc(OCC#Cc2ccc3ccncc3c2)ccc1C[NH+]4CC[NH2+]CC4,47W
Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,47X
CN(C)CCCN1C=Nc2oc(C)c(C)c2C1=N,47Y
C[CH]1CC[CH](CC1)NC(=O)Cn2ccnc2,483
CC#C[C]1(O)CC[CH]2[CH]3CCC4=CC(=O)CCC4=C3[CH](C[C]12C)c5ccc(cc5)N(C)C,486
C[CH](N1CCCCCC1)c2nc(N)nc(n2)N(C)C,487
CN1[CH](CS[CH]1[CH]2CSC(=N2)c3ccccc3O)C(O)=O,488
Oc1ccc(Nc2ncc(F)c(Nc3ccc(NC(=O)c4ccccc4Cl)cc3)n2)cc1,48B
CO[CH]1C=CCCCCC(=O)CCC(=C[CH](C)[CH]1O)C,48D
OC(=O)CN1C=CC(=O)N(Cc2ccc(Cl)c(c2)[N+]([O-])=O)C1=O,48I
CN(C)CCN[S](=O)(=O)c1ccc(NC=C2C(=O)Nc3ccccc23)cc1,48K
C[CH](CON=C1c2ccccc2c3ccccc13)C(=O)N[S](C)(=O)=O,48R
CN(O)C(=O)C[CH](C[P](O)(O)=O)c1ccc(C)cc1,48S
CN(C)C(=O)c1ccc(N2CC[CH](N[S](=O)(=O)C=Cc3sc(Cl)cc3)C2=O)c(F)c1,48U
C[CH](N1CC[CH](N[S](=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N4CCN(C)C(=O)CC4,48W
Cn1cc(c(COc2ccc(cc2)c3cccc4n(C)cnc34)n1)C5=CN(C)C(=O)C=C5,490
Clc1ccc(Oc2cc(Cl)cc(C=CC#N)c2)c(OCCN3C=CC(=O)NC3=O)c1,494
NC(=O)c1c(NC(=O)Cn2cc(CO)c(n2)C(F)(F)F)sc3CCCCc13,496
CC[CH]1CNCc2ccc(NC(=O)c3ccc4cc(ccc4c3)C(N)=N)cc12,497
Nc1oc(nn1)c2c[nH]c3ncc(cc23)c4c[nH]c5ccccc45,499
Nc1ncc(cc1C2=NNC(=S)O2)c3cnc4ccccc4c3,49B
OC1=C(Sc2ccccc2Cl)C(=O)O[C]3(CCc4ccccc34)C1,49C
C[CH](NC1=Nc2n(ncc2C(=O)N1)C3CCCC3)c4ccc(Cl)cc4,49D
C[CH](NC1=Nc2n(ncc2C(=O)N1)C3CCCC3)c4ccc(Cl)cc4,49E
Cn1ccc(CNCCc2ccccc2)n1,49G
COc1cc(ccc1N)c2cnc3c(snc3c2)N4CCOCC4,49J
CN(CCN)Cc1cn[nH]c1c2ccc(F)cc2,49K
FC(F)(F)c1cccnc1N2CCNCC2,49N
Oc1cnn(c1)c2cccc(c2)C(F)(F)F,49P
OCCCc1ccc(OCc2ccccc2)cc1,49Q
CC(C)(C)OC(=O)N[CH]1CNc2ccccc2C1,49R
CC(=O)N[CH]1[CH](O)O[CH]([CH](O)[CH]1O)C(O)=O,49S
NC(=N)c1ccc(CNC(=O)[CH]2CCCN2C(=O)CCC3CCCC3)cc1,49U
Cc1sc(CNCCc2ccccc2F)cc1,49Z
Oc1ccccc1CNCCC23CC4CC(CC(C4)C2)C3,4A0
CCC[S](=O)(=O)Nc1ccccc1C(O)=O,4A1
COc1ccc(cc1F)N=C2Nc3cc(ccc3N2Cc4ccccc4C(F)(F)F)C(O)=O,4A2
COc1ccc(c(OC)c1)[S](=O)(=O)Nc2ccc3N(C)C(=O)CCc3c2,4A7
COc1ccc(cc1)[S](=O)(=O)Nc2ccc3N(C)C(=O)N(C)c3c2,4A8
COc1ccc(Oc2cc3N(C)C(=O)N(C)c3cc2N[S](=O)(=O)c4ccccc4)cc1,4AE
Oc1cccc(c1)c2oc(nn2)c3cc(Cl)c(O)c(Cl)c3,4AJ
Nc1ccc2C(=O)NC(=O)c3cccc1c23,4AN
CCOc1nc(N=C(N)N)nc2c(C)cccc12,4AO
Cn1cccc1CNCCc2c[nH]c3ccccc23,4AQ
Cc1cccc(C)c1C(=O)OCC(=O)[CH](N)CCCNC(N)=[NH2+],4AR
O=C(c1[nH]ccc1)c2[nH]c3ccccc3n2,4AU
OCCCn1nnc2c(Br)c(Br)c(Br)c(Br)c12,4B0
C[C]1(CCSC(=N1)N)c2cc(c(F)cc2F)c3cncnc3,4B2
Oc1ccc(cc1)c2oc(nn2)c3cc(Cl)c(O)c(Cl)c3,4B8
OC(=O)CCNCc1ccc(cc1)C(O)=O,4BA
CC(C)(C)c1ccc(cc1)C(=O)NN=Cc2cc(Br)c(O)c(Br)c2O,4BB
CCc1cc(c(O)cc1O)c2n[nH]c(C(O)=O)c2c3ccc4OCOc4c3,4BC
Oc1c(Br)cc(C=NNC(=O)c2ccc(Br)cc2)c(O)c1Br,4BE
NCC(=O)Nc1ccc(OCc2ccccc2)cc1,4BG
Oc1cc(O)c(cc1Cl)c2[nH]ncc2N3CCNCC3,4BH
Cc1nc2ccccc2c(c3ccc(Cl)cc3)c1[CH](OC(C)(C)C)C(O)=O,4BI
CC(C)COc1cccc(Oc2cc3N(C)C(=O)N(C)c3cc2N[S](=O)(=O)c4cn(C)c(C)n4)c1,4BK
OC[CH](O)CONC(=O)c1ccc(F)c(F)c1Nc2ccc(I)cc2F,4BM
N[CH](CC(O)=O)C(=O)Nc1ccc(OCc2ccccc2)cc1,4BO
N[CH](CCC(=O)Nc1ccc(OCc2ccccc2)cc1)C(O)=O,4BQ
NCCCC(=O)Nc1ccc(OCc2ccccc2)cc1,4BS
NC(=N)SCCc1ccc(CCSC(N)=N)cc1,4BT
Cn1cnc(c1)[S](=O)(=O)Nc2cc3N(C)C(=O)N(C)c3cc2Oc4cccc(OC[CH]5CCOC5)c4,4BV
OC(=O)[CH](Cc1[nH]c2ccccc2n1)NC(=O)CCc3ccccc3,4C0
Cc1onc(C)c1[S](=O)(=O)NC2=C(N3CCC(CC3)NCc4ccc(cc4)C(F)(F)F)C(=O)C2=O,4C2
COc1ccc(cc1)C(SC[CH](N)C(O)=O)(c2ccccc2)c3ccccc3,4C5
Cc1ccc(CC2CCN(CC2)C3=C(N[S](=O)(=O)c4c(C)onc4C)C(=O)C3=O)cc1,4C6
CC(C)(C)C[CH](C#N)C(=O)N1CCC[CH](C1)n2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25,4C9
Cc1ccccc1[CH]2CCCN2C(=O)c3cc(Cl)c(O)cc3O,4CD
N[CH](CO[P](O)(O)=O)C=C1CCC[CH]1C(O)=O,4CG
OC(=O)c1ccc(cc1)C(=O)Nc2cc([nH]n2)C3CC3,4CK
CN1C(=O)Cc2cc(ccc12)c3csc(C)n3,4CN
NC(=N)Nc1ccc(C[CH](NC(=O)CSc2ccc(Cl)cc2)C(N)=O)cc1,4CP
CCN(C)C(=O)Oc1cccc2[CH](CCc12)[N+](C)=CC=C,4CR
Nc1ncnc2c(CN3C[CH](O)[CH](CSc4ccc(Cl)cc4)C3)c[nH]c12,4CT
CCCOc1ccc(CC=C)cc1c2cc(C=CC(O)=O)ccc2O,4CU
CN[S](=O)(=O)c1ccc(N2CCOCC2)c(Nc3ncnc4[nH]cc(Br)c34)c1,4CV
CN[S](=O)(=O)c1cccc(Nc2ncnc3[nH]cnc23)c1,4CW
CC(C)C[CH](CNC(=O)c1cccnc1)Cc2ccc3OCOc3c2C(O)=O,4D2
OB1O[CH](CC[CH]1NC(=O)Cc2sccc2)CC(O)=O,4D6
Cc1occc1C(=O)N[CH](Cc2[nH]c3ccccc3n2)C(O)=O,4D7
OC(=O)[CH](Cc1[nH]c2ccccc2n1)NC(=O)c3sc4ccccc4c3,4D9
CN(C)c1ccc2C(=O)N(CC[CH](N)C(O)=O)C(=O)c2c1,4DB
C[S](=O)(=O)c1ccc(cc1)[CH](CC2CCCC2)C(=O)Nc3sccn3,4DC
CCOC(=O)c1c(C)nn(c1C)c2ccc(OC)cc2,4DE
CCN(c1cccc2[nH]ncc12)c3nc(Nc4ccc5CN[S](=O)(=O)c5c4)ncc3Cl,4DF
NC1=Nc2n(COCCO[P](O)(O)=O)cnc2C(=O)N1,4DG
Cn1nc(cc1C(=O)N[CH](Cc2[nH]c3ccccc3n2)C(O)=O)c4ccccc4,4DH
Cn1ncc2cc(Nc3nccc(n3)N(CCCO)c4cccc5[nH]ncc45)ccc12,4DJ
Cc1ncoc1c2cccc(Nc3nccc(n3)N(CCCO)c4cccc5[nH]ncc45)c2,4DK
OCCN(c1ccnc(Nc2ccc3CN[S](=O)(=O)c3c2)n1)c4cccc5[nH]ncc45,4DL
Cc1c2C[CH]3CC(=C(C(N)=O)C(=O)[C]3(O)C(=O)c2c(O)c4c(O)cccc14)O,4DM
OCCCN(c1ccnc(Nc2ccc3CN[S](=O)(=O)c3c2)n1)c4cccc5[nH]ncc45,4DN
CN(c1cccc2[nH]ncc12)c3nc(Nc4ccc5CN[S](=O)(=O)c5c4)ncc3F,4DO
CN(C)c1ccc2C(=O)N(C[CH](N)C(O)=O)C(=O)c2c1,4DP
CCN(c1cccc2[nH]ncc12)c3nc(Nc4ccc5CN[S](=O)(=O)c5c4)ncc3F,4DQ
CCN(c1cccc2[nH]ncc12)c3nc(NC4=CCC5=CNN(CCCO)C5=C4)ncc3F,4DT
Nc1nccc2n(cnc12)[CH]3C[CH](O)[CH](CO[P](O)(O)=O)O3,4DU
NC1=NC(=O)c2c(CCc3ccc(cc3)C(=O)N[CH](C=CC(O)=O)C(O)=O)c[nH]c2N1,4DW
Clc1ccc2c3[nH]c(nc3c4ccccc4c2c1)c5c(cccc5C#N)C#N,4DZ
OC(=O)c1nc2ccccc2c3[nH]c4c(I)cccc4c13,4E1
OC(=O)c1nc2ccc(I)cc2c3[nH]c4c(Cl)cccc4c13,4E2
OC(=O)c1nc2ccc(I)cc2c3[nH]c4c(Br)cccc4c13,4E3
CCC(CC)(CO)C(=O)Nc1ccc(C)nc1,4E4
OC(=O)[CH]1NCC[CH]1c2cc(O)cc(c2)C(O)=O,4E5
CCC[CH]1CN[CH]([CH]1c2cccc(c2)C(O)=O)C(O)=O,4E7
Fc1cccc(CCCNCCc2ccnc(n2)n3ccnc3)c1,4E8
N[CH](COc1cncc(C=Cc2ccncc2)c1)Cc3c[nH]c4ccccc34,4EA
Cc1cc2sc(C=Cc3cccnc3)nc2cc1C,4ED
CCOc1ccc(cc1)C2=Nn3c(SC2)nnc3c4ccccc4OC,4EE
CN[S](=O)(=O)c1ccc(N2CCOCC2)c(Nc3ncnc4[nH]cc(Cl)c34)c1,4EF
Nc1ncnc2c(CN3C[CH](O)[CH](CSc4cnccn4)C3)c[nH]c12,4EH
N#Cc1ccc(cc1)c2cnc3ccc(NCc4ccccc4)nn23,4EJ
Fc1cccc(c1)[CH]2CCCN2c3ccc4ncc(n4n3)c5ccccn5,4EK
CCc1cc(N2C(=O)Nc3ccccc23)c(O)cc1O,4EO
CCCc1cc(N2C(=O)Nc3ccccc23)c(O)cc1O,4EP
Cc1cc(nc(N)n1)c2ccc(cc2Cl)[N+]([O-])=O,4ES
Oc1ccc(cc1)C(=O)c2cc(Cl)ccc2O,4ET
Oc1ccc(cc1)C(=O)c2ccc(O)cc2O,4EU
Oc1ccc(c(O)c1)C(=O)c2cccc(O)c2,4EV
Fc1cnc(nc1N[CH]2C3CCC(CC3)[CH]2c4[nH]nnn4)c5c[nH]c6ncc(Cl)cc56,4EW
CCCCCCN(CO)Cc1c[nH]c2c(N)ncnc12,4EZ
CSC[CH]1CN(C[CH]1O)Cc2c[nH]c3c(N)ncnc23,4F0
OC(=O)c1ccc(cc1)c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c4ccccc24,4F1
CC(C)NC(=O)N[CH]1CC[CH](CC1)Nc2ncc3C=CC(=O)N(C4CCCC4)c3n2,4F2
C[CH](O)[CH](N)c1nc(Cc2c[nH]c3cccc(F)c23)c(O)n1CC(O)=O,4F3
O=C(Cn1nnc2ccccc12)N(Cc3cscc3)c4ccc(NC(=O)c5sccc5)cc4,4F4
CC(=O)Nc1ccc(cc1)N([CH](C(=O)NC(C)(C)C)c2cscc2)C(=O)Cn3nnc4ccccc34,4F5
Fc1cccc(c1)[CH]2COCCN2c3ccc4ncc(n4n3)c5ccc(cc5)C#N,4F6
C(Cc1cnc2ccccc2n1)c3[nH]cc(n3)c4ccccc4,4F7
OC(=O)c1[nH]c(nc1C(O)=O)c2ccccc2,4F8
OC(=O)c1ccc(cc1)c2ccc(F)cc2,4FC
NC(=O)c1ccc(NCc2ccccc2)nc1,4FD
Cn1nc(cc1C(=O)N[CH](Cc2ccc3ccccc3c2)C(O)=O)c4ccccc4,4FI
Cc1c(nc2cc(F)ccc2c1N3CC4(CCOCC4)c5ncc(cc35)N6CCOCC6)c7ccccn7,4FJ
Nc1nonc1C(=O)NCc2ccc(Cl)cc2,4FM
CC(C)(C)c1cccc(c1)C(=O)NCC2(CCCCC2)NC(=O)c3cccc4nocc34,4FN
N[CH](Cc1c[nH]c2cccc(F)c12)C(O)=O,4FW
COc1ccccc1CNc2ccc(cn2)C(N)=O,4FX
OC(=O)c1[nH]c(nc1C(=O)N2CCOCC2)c3ccccc3,4FY
CN(C)c1cccc(CNc2ccc(cn2)C(N)=O)c1,4G0
Cc1cccc(c1)C(=O)NCC2(CCCC2)NC(=O)c3cccc4nocc34,4G1
Cc1[nH]c(nc1C(O)=O)c2cccc(Cl)c2,4G2
NC(=O)c1ccc(NCc2cccc(O)c2)nc1,4G3
CN(C)c1ccccc1CNc2ccc(cn2)C(N)=O,4G4
CN(CC(N)=O)C(=O)c1nc([nH]c1C(O)=O)c2ccccc2,4G5
OC(=O)COc1cc(F)ccc1C(=O)NCc2cccc(c2)C(O)=O,4G7
OC(=O)CN(Cc1ccccc1)C(=O)c2nc([nH]c2C(O)=O)c3ccccc3,4G8
CN(C)[S](=O)(=O)c1cc(NC(=O)CCl)ccc1Cl,4G9
CCCCn1cc[n+](CC(O)([P](O)(O)=O)[P](O)(O)=O)c1,4GA
CCSCOc1ccc(cc1NC(C)=O)[S](=O)(=O)N2CCCCCC2,4GB
Cc1cc(NC(=O)c2cnn3cccnc23)n(n1)c4ccccc4,4GD
CN(Cc1ccccc1)C(=O)c2[nH]c(nc2C(O)=O)c3cccc(Cl)c3,4GE
CC(C)N1CCC(CC1)c2cc(NC(=O)c3cnn4cccnc34)n(n2)c5ccc(cc5F)C6CC6,4GF
CCSCC(=O)N(C)Cc1cnn(c1)c2ccccc2,4GG
[O-][N+](=O)c1cccc(c1)[S](=O)(=O)N2CCCC[CH]2C(=O)OCCCc3cccnc3,4GI
Cn1c(CCc2nn3c(C)cnc(C)c3n2)nc4c1ccc5ncccc45,4GK
NC(=O)c1ccc(NCc2ccccc2O)nc1,4GM
NC(=O)c1ccc(NCC2CCCC2)nc1,4GN
NC(=O)c1cnc(NC2CCCC2)nc1N,4GT
Fc1ccccc1Nc2ncnc3[nH]ncc23,4GU
Nc1nonc1C(=O)N2CCN(CC2)Cc3ccccn3,4GX
Nc1nonc1C(=O)NCC2CCCCC2,4GY
Cc1cccc(c1)C(=O)NCCC2(CCCCC2)CNc3ccc(cn3)C(N)=O,4GZ
N[CH](CC(O)=O)C(=O)COc1c(F)c(F)cc(F)c1F,4H0
NC[CH]1CCC[CH](CNc2ccc(cn2)C(N)=O)C1,4H1
NC(=O)c1ccc(N[CH]2C[CH](O)[CH](CO)C2)nc1,4H3
Nc1nonc1C(=O)N[CH]2C[CH]2c3ccc(cc3)[S](N)(=O)=O,4H4
COc1ccc2c(c1)n(CC#N)c3c(Cl)nccc23,4H5
NC(=O)c1ccc(NCc2ccccc2N3CCOCC3)nc1,4H6
CN1CCN(CC1)c2ccccc2CNc3ccc(cn3)C(N)=O,4H7
CC(C)(C)CNc1ncc(C(N)=O)c(N)n1,4H8
COc1ccc(cc1)C(=O)n2ncnc2N,4H9
OC(=O)CNC(=O)c1ncc2c(I)cccc2c1O,4HG
CCc1cc2c(Cc3c([nH]nc23)c4ccc(nc4)C#N)cc1O[CH]5CCOC5,4HK
N[CH](CC1=CC(=[NH+]NCc2ccc(O)cc2)C(=CC1=O)[O-])C(O)=O,4HL
CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,4HN
N[CH](Cc1c[nH]c2cccc(O)c12)C(O)=O,4HT
COc1ccc(cc1OC)c2occ(c2)C(=O)N[CH](CO)Cc3cccc(c3)C#N,4HV
Nc1nc(Nc2ccccc2)nn1c3cc(Nc4ccccc4)ncn3,4HW
C[CH](Nc1nc(ncc1F)c2c[nH]c3ncc(Cl)cc23)C(=O)NCC(F)(F)F,4HZ
OC(=N)[CH]1CCCN1C(=O)[CH]2C[CH](CN2C(=O)CCCc3ccccc3)N=[N+]=N,4I4
NC(=O)[CH]1CCCCc2c1[nH]c3ccc(Cl)cc23,4I5
Cc1ccc(c(C)c1)[S](=O)(=O)C2=CN=C(NC2=O)SCC(=O)Nc3ccccc3C(F)(F)F,4ID
CCc1nc(N)nc(N)c1c2ccc3O[CH](C(=O)N(CCCOC)c3c2)c4cc(F)cc(F)c4,4IG
C[S](=O)(=O)NCCCNCc1ccc(c(Cl)c1)c2ccccc2,4IH
N[CH](Cc1c[nH]c2cccc(N)c12)C(O)=O,4IN
N[CH](Cc1ccc2ccccc2c1)C(O)=O,4J2
N[CH](CSCC(=O)NCc1ccc(cc1)c2ccc(F)cc2F)C(O)=O,4J4
CC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C,4JG
Cn1ccnc1CN2CCC3(CC2)CCN(c4ccc(cc4)c5ccccc5)C3=O,4JR
Cc1ccc(COc2cccc3nc(N)nc(N)c23)cc1,4JV
CN(C(=O)[CH]1COc2ccccc2O1)c3ccccc3,4JW
Cc1cc(C)n2ncc(C(=O)NC3[CH]4CC5C[CH]3CC(O)(C5)C4)c2n1,4JX
Cc1ccc(cc1)N2NC(=CC2=NC(=O)Nc3[nH]nc(COc4cccnc4)c3)C(C)(C)C,4JZ
N#Cc1ccc(cc1)c2cnc3nnc(Cc4c[nH]c5ncccc45)n3n2,4K0
O=C(Oc1cccc2cccnc12)N3CCCCC3,4K2
COc1cc(c(F)cc1Nc2ncc(c(NC3CC3)n2)C(F)(F)F)C(=O)N4CCOCC4,4K5
Cc1cc2[nH]c(CCNC(=O)c3ccc(cc3)n4cnnc4)nc2cc1C,4K6
Cc1ccc(CNC(=O)N2CCC[C]3(CCN(Cc4ccc(Cl)c(Cl)c4)C3)C2)cc1,4K7
N[S](=O)(=O)c1ccc(cc1)C(=O)N2CCCc3ccccc23,4K9
N[S](=O)(=O)c1ccc(cc1)C(=O)N2CCc3cc(O)c(O)cc3C2,4KB
N[S](=O)(=O)c1ccc(cc1)C(=O)N2CCc3ccccc3C2,4KC
COc1cc2CCN(Cc2cc1OC)C(=O)c3ccc(cc3)[S](N)(=O)=O,4KD
O[CH]1C=C(C[CH](OC(=O)C=Cc2ccc(O)cc2)[CH]1O)C(O)=O,4KE
NC1=Nc2cc(ccc2C(=O)N1C[CH]3CC[CH](O3)c4ccccc4)c5ccccc5,4KG
Fc1ccccc1C(=O)Nc2scc(n2)c3ccncc3,4KH
COc1cccc(CC(=O)Nc2scc(n2)c3ccncc3)c1,4KK
CN(C(C)=O)c1ccc(OCc2ccc(cc2C(=O)OC(C)(C)C)C(F)(F)F)cc1,4KM
Oc1ccc(c(O)c1O)C(=O)COc2ccc(F)cc2,4KN
CC(=O)OCC1=C(N2[CH](SC1)[CH](N)C2=O)C(O)=O,4KR
COc1ccc(cc1c2ccnc(Nc3ccc(N4CCOCC4)c(OC)c3)c2)C#N,4KT
CCSC(=S)C=C(O[Pt](Cl)[S](C)(C)O)c1cccc(O)c1,4KV
CCCCCCO[CH]1C[CH](N(C1)C(C)=O)C(O)=O,4L0
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4ccc5[nH]c(nc5c4)c6ccccn6,4L1
CN1C(=O)C=C(C)c2ccc(cc12)N3CCCCC3=O,4L2
CN1C(=O)C=C(C)c2ccc(cc12)N3[CH]([CH](CCC3=O)NC(=O)OC(C)(C)C)c4ccccc4,4L3
COc1cc(ccc1C(N)=O)c2cnc3ccc(NC(C)C)nn23,4L5
Cc1cc2cn[nH]c2cc1c3cccc4c(N)c(nnc34)C(N)=O,4L6
Brc1sc(cc1)C(=O)[CH]2CNC[CH]2c3ccc4C(=O)NC=Nc4c3,4L7
C[CH](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[CH]2CC=C[CH](N(C)C2=O)c3ccccc3,4L9
OC(=O)[CH]1CC[CH](CC1)CNC(=O)OCc2ccccc2Cl,4LB
Cn1c2cc(ccc2nc1c3c[nH]c4cc(ccc34)C#N)C(=O)N5CCO[CH]([CH]5CO)c6ccccc6,4LC
COc1cc2c([nH]c3ccnc(c4c(C)[nH]nc4C5CC5)c23)cc1c6c(C)onc6C,4LD
Oc1cccc(C(=O)NCCN2C(=O)C=CC2=O)c1O,4LF
COC1=CN(N=C(C1=O)c2ccnn2c3ccccc3)c4ccc(cc4F)N5CCOC5=O,4LK
CCCCNc1ccc2cccc(O)c2n1,4LL
CC=C(N=Cc1c(O)c(C)ncc1CO[P](O)(O)=O)C(O)=O,4LM
Cc1ccc(O)c2n1nc3CC[C](C)(Cc23)NC(=O)c4ccc(cc4)n5cnnc5,4LN
COC1=CN(N=C(C1=O)c2ccnn2c3ccccc3)c4ccc5N(CC6CC6)C(=O)C(C)(C)c5c4F,4LP
CCn1c(CCC2CCCCC2)nnc1CCC(=O)Nc3cccc4ccccc34,4LQ
N[CH](Cc1ccc(OCCN=[N+]=N)cc1)C(O)=O,4LZ
Cc1cc2[nH]c(nc2cc1C)[CH](CNC(=O)c3c(Cl)cc(cc3Cl)n4cnnc4)c5ccccc5,4M1
OC(=O)c1n2CCCc3cccc(c1CCCOc4cccc5ccccc45)c23,4M6
OC(=O)c1n2CCC[S](=O)c3cccc(c1CCCOc4cccc5ccccc45)c23,4M7
NC(=O)CCC(=N)C1=NC(=Cc2c[nH]c3ccccc23)C(=O)N1CC=O,4M9
CN(Cc1ccc(Cl)cc1)[S](=O)(=O)c2ccc(cc2)[S](N)(=O)=O,4MD
Cc1cccc2n(ccc12)[CH]3C[CH](O)[CH](CO[P](O)(O)=O)O3,4MF
Cn1c(C)c(C)c2cc(Nc3nccc(n3)n4cc(CN5CC(O)C5)c(C)n4)ccc12,4MG
COc1ccc(cc1)C(=O)N2CCCC2=O,4MP
CN1CCCN(CC1)c2ncnc3ccccc23,4MQ
O=C1NC(=O)C(N2CCN(CC2)c3ncccn3)(C(=O)N1)c4ccc(Oc5ccccc5)cc4,4MR
CCCCCc1cc(O)cc(O)c1C(O)=O,4MX
COc1ccc2nc([nH]c2n1)[n+]3cc(C)c(OC)c(C)c3CS,4N1
CC(=O)c1cccc(c1)n2nnnc2[S](=O)(=O)Cc3cccc(Cl)c3,4N5
OCCNc1cc(Cl)c2nonc2c1[N+]([O-])=O,4N6
Cc1ccc(cc1)C(=O)C=C(N2CCC[CH]2C(O)=O)c3ccccc3,4N7
OC(=O)[CH]1CCCN1C(=S)NCc2occc2,4N8
OC(=O)[CH]1CCCN1C(=S)NCc2ccc(cc2)C#N,4N9
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,4NA
NC(=N)NNC(=O)N(c1ccccc1)c2ccccc2,4ND
CC1(C)SCCN([CH]1C(=O)NO)[S](=O)(=O)c2ccc(OCC#CCN)cc2,4NH
OC(=O)c1ccc(cc1[P](O)(O)=O)[N+]([O-])=O,4NO
Nc1[nH]c2ncc(c3ccc(F)cc3)c2c(N)n1,4NR
C[CH](O)[CH](N)C1=NC(=Cc2ccc(O)c(Cl)c2)C(=O)N1CC(O)=O,4NT
C[CH](O)[CH](N)C1=NC(=CC2C=C(Cl)C(=O)C(=C2)Cl)C(=O)N1CC(O)=O,4NU
C[CH](N1CC[CH](N(CC(N)=O)[S](=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N4CCCN(C)CC4,4O1
OC(=O)CCN1C(=O)[CH]2Cc3c(CN2C1=O)n(Cc4ccc(F)cc4)c5ccccc35,4O2
Fc1ccc(Cn2c3CN4[CH](Cc3c5ccccc25)C(=O)NC4=O)cc1,4O3
CCC(=O)CN([CH]1C=CN([CH](C)C(=O)N2CCOCC2)C1=O)[S](=O)(=O)c3ccc4cc(Cl)ccc4c3,4O4
CNC(=O)c1ccc(N2C=C[CH](N[S](=O)(=O)C=Cc3sc(Cl)cc3)C2=O)c(F)c1,4O5
C[CH](N1CC[CH](N[S](=O)(=O)C=Cc2ccc(Cl)cc2)C1=O)C(=O)N3CCOCC3,4O6
CN[CH]1C[CH]2O[C](C)([CH]1OC)n3c4ccccc4c5[CH]6CN[CH](O)[CH]6c7c8ccccc8n2c7c35,4O7
OC(=O)COc1cc(Cl)ccc1C(=O)NCc2c(F)cc(Br)cc2F,4O8
OC(=O)COc1cc(Cl)ccc1C(=O)NCc2c(F)cc(I)cc2F,4O9
C[CH](CCC(O)=O)[CH]1CC[CH]2[CH]3CC[CH]4C[CH](O)CC[C]4(C)[CH]3CC[C]12C,4OA
ONC(=Nc1ccccc1)c2cccc(c2)C(F)(F)F,4OB
ONC(=Nc1cccc(Br)c1)c2ccc(F)c(c2)C(F)(F)F,4OD
Fc1ccc(cc1)c2[nH]ncc2c3ccc(F)c(c3)C(F)(F)F,4OE
C[C]12CC[CH]3[CH](CCc4cc(O)ccc34)[CH]1[CH](O)[CH](O)[CH]2O,4OH
NC(=O)c1cc(cc2c1[nH]c3ccc(cc23)C(=O)N4CCOCC4)c5ccc(Cl)c(Cl)c5,4OK
CCN1c2ccc(F)cc2N=C(N3CCN(C)CC3)c4cc(Cl)ccc14,4OQ
CCN1c2ccc(F)cc2N=C(N[CH]3CCN(C3)C(=O)NC(C)(C)C)c4cc(Cl)ccc14,4OR
Cc1sc(c2ccccc2F)c(n1)C(=O)N3CCC[CH]3Cc4oc(nn4)c5ccccc5,4OT
N[CH](Cc1ccc(NC(=O)C=C)cc1)C(O)=O,4OU
COC(=O)[CH](COC=O)NC(=O)c1cccc(O)c1O,4OZ
CNC(=O)c1ccc(Cl)c(c1)c2ccc3N(CCCc3c2)C(=O)c4c(F)cccc4Cl,4P1
Nc1ncc(C(=O)NC2CN(C2)C(=O)C3CC3)c4ccc(nc14)c5cccc(F)c5,4P4
C1CN=C(C(C1)=Cc2sccc2)c3cccnc3,4P6
C1CN=C(C(C1)=Cc2c[nH]cc2)c3cccnc3,4P7
Oc1c(C=O)cc(Cc2ccccc2Cl)cc1[N+]([O-])=O,4P8
Oc1ccc(C=NNc2ccc(Cl)cc2)c(O)c1O,4P9
CC1=CC2=CN([CH]3C[CH](O)[CH](CO[P](O)(O)=O)O3)C(=O)N=C2N1,4PC
CC1=CC2=CN([CH]3C[CH](O)[CH](CO[P](O)(O)=O)O3)C(=O)NC2=N1,4PD
Cc1cc2cn([CH]3C[CH](O)[CH](CO[P](O)(O)=O)O3)c(O)nc2n1,4PE
NC(=N)Nc1ccc(CC(=O)c2ccccc2)cc1,4PG
Cc1ccc(cc1)C(=O)N2CCC(CC2)Cc3ccccc3,4PI
N[CH](Cc1c[nH]c2ccc(O)cc12)C(O)=O,4PQ
CN1CCN(CC1)C2=Nc3cc(F)ccc3Nc4ccc(F)cc24,4PV
CC(C)(CO)N1C(=O)NC2=C1C(=O)N(c3ccccc3)c4ncccc24,4PX
