#"Steps"	"Temperature (K)"	"298K Weight"	"322.602K Weight"	"349.235K Weight"	"378.066K Weight"	"409.278K Weight"	"443.067K Weight"	"479.645K Weight"	"519.243K Weight"	"562.109K Weight"	"608.515K Weight"	"658.752K Weight"	"713.136K Weight"	"772.01K Weight"	"835.745K Weight"	"904.741K Weight"	"979.433K Weight"	"1060.29K Weight"	"1147.83K Weight"	"1242.59K Weight"	"1345.17K Weight"	"1456.22K Weight"	"1576.44K Weight"	"1706.59K Weight"	"1847.48K Weight"	"2000K Weight"
717000	1456.22	0	0.265015	0.174561	-0.166138	-0.788574	-1.70312	-2.78137	-4.16504	-5.71448	-7.45532	-9.28467	-11.2659	-13.4612	-15.8112	-18.3357	-21.0272	-23.8265	-26.5156	-29.5297	-32.4969	-35.5977	-38.7244	-41.8922	-45.3203	-48.6011
718000	1847.48	0	0.265015	0.174561	-0.166138	-0.788574	-1.70312	-2.78137	-4.16504	-5.71448	-7.45532	-9.28467	-11.2659	-13.4612	-15.8112	-18.3357	-21.0272	-23.8265	-26.5162	-29.5303	-32.4974	-35.5984	-38.7247	-41.8929	-45.3209	-48.6018
719000	1060.29	0	0.265015	0.174561	-0.166138	-0.788574	-1.70312	-2.78137	-4.16504	-5.71448	-7.45532	-9.28467	-11.2659	-13.4612	-15.8113	-18.3358	-21.0272	-23.827	-26.5162	-29.5304	-32.498	-35.5989	-38.7251	-41.8938	-45.322	-48.6024
720000	1456.22	0	0.265015	0.174561	-0.166138	-0.788574	-1.70312	-2.78137	-4.16504	-5.71448	-7.45532	-9.28479	-11.2661	-13.4622	-15.8114	-18.3362	-21.0278	-23.8276	-26.5168	-29.531	-32.4983	-35.5991	-38.7251	-41.8939	-45.322	-48.6024
721000	519.243	0	0.265015	0.174561	-0.166138	-0.788574	-1.70337	-2.78137	-4.16553	-5.71509	-7.45557	-9.28589	-11.2666	-13.4626	-15.8118	-18.3365	-21.0283	-23.8276	-26.5168	-29.531	-32.4983	-35.5991	-38.7251	-41.8939	-45.322	-48.6024
722000	479.645	0	0.264648	0.174072	-0.166138	-0.789429	-1.70349	-2.78186	-4.16577	-5.71521	-7.45532	-9.28564	-11.2664	-13.4624	-15.8115	-18.3363	-21.0281	-23.8274	-26.5166	-29.5308	-32.498	-35.5989	-38.7249	-41.8937	-45.3218	-48.6022
723000	409.278	0	0.264648	0.173828	-0.166138	-0.790161	-1.70435	-2.78247	-4.16614	-5.71545	-7.45557	-9.28564	-11.2665	-13.4623	-15.8114	-18.3362	-21.028	-23.8273	-26.5165	-29.5306	-32.4979	-35.5988	-38.7247	-41.8936	-45.3217	-48.6021
724000	658.752	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.16638	-5.71606	-7.45618	-9.28613	-11.2671	-13.4623	-15.8115	-18.3363	-21.028	-23.8273	-26.5165	-29.5306	-32.4979	-35.5988	-38.7247	-41.8936	-45.3217	-48.6021
725000	1060.29	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4626	-15.812	-18.3364	-21.0283	-23.8282	-26.517	-29.5306	-32.4983	-35.5988	-38.7247	-41.8936	-45.3217	-48.6021
726000	1847.48	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4626	-15.812	-18.3365	-21.0283	-23.8285	-26.5171	-29.5317	-32.499	-35.5992	-38.7256	-41.894	-45.3223	-48.6022
727000	1147.83	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4626	-15.812	-18.3365	-21.0283	-23.8285	-26.5173	-29.5321	-32.4996	-35.6	-38.726	-41.8948	-45.323	-48.6033
728000	1147.83	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4626	-15.8121	-18.3367	-21.0286	-23.8287	-26.5179	-29.533	-32.5001	-35.601	-38.7264	-41.895	-45.3235	-48.6033
729000	1847.48	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4626	-15.8121	-18.3367	-21.0286	-23.8289	-26.5182	-29.5334	-32.5002	-35.6019	-38.7273	-41.8958	-45.3245	-48.6036
730000	904.741	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4628	-15.8123	-18.3369	-21.0293	-23.83	-26.519	-29.5337	-32.5009	-35.6022	-38.7275	-41.8961	-45.3245	-48.6036
731000	1847.48	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2678	-13.4629	-15.8125	-18.337	-21.0298	-23.8302	-26.5192	-29.5344	-32.5017	-35.6028	-38.7283	-41.8965	-45.3247	-48.6036
732000	1060.29	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2681	-13.4631	-15.8126	-18.337	-21.0306	-23.8308	-26.5203	-29.5349	-32.502	-35.6031	-38.7285	-41.8967	-45.3248	-48.6036
733000	1242.59	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2681	-13.4631	-15.8126	-18.337	-21.0306	-23.8308	-26.5203	-29.5352	-32.5021	-35.6044	-38.7292	-41.8975	-45.3257	-48.6046
734000	1456.22	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2682	-13.4635	-15.8129	-18.3375	-21.0311	-23.8315	-26.5209	-29.5358	-32.5026	-35.6049	-38.7295	-41.8975	-45.3257	-48.6046
735000	904.741	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2682	-13.4635	-15.8134	-18.3379	-21.0319	-23.8319	-26.522	-29.5364	-32.5028	-35.6056	-38.7296	-41.8975	-45.3257	-48.6047
736000	979.433	0	0.264526	0.173462	-0.166504	-0.790405	-1.70483	-2.78296	-4.1665	-5.71631	-7.45667	-9.28625	-11.2684	-13.464	-15.8145	-18.3387	-21.0332	-23.8323	-26.5223	-29.5364	-32.5029	-35.6056	-38.7296	-41.8975	-45.3257	-48.6047
737000	349.235	0	0.264771	0.173218	-0.166626	-0.790527	-1.70544	-2.78296	-4.16687	-5.71631	-7.45679	-9.2865	-11.2684	-13.4637	-15.8143	-18.3387	-21.033	-23.832	-26.5221	-29.5361	-32.5027	-35.6053	-38.7294	-41.8972	-45.3254	-48.6045
738000	772.01	0	0.264648	0.172852	-0.166992	-0.791016	-1.7063	-2.78394	-4.16724	-5.7168	-7.45728	-9.28662	-11.2686	-13.4639	-15.8143	-18.3387	-21.033	-23.832	-26.5221	-29.5361	-32.5027	-35.6053	-38.7294	-41.8972	-45.3254	-48.6045
739000	409.278	0	0.264526	0.172607	-0.167236	-0.791748	-1.70715	-2.78406	-4.16772	-5.71704	-7.45752	-9.28674	-11.2684	-13.4637	-15.8142	-18.3386	-21.033	-23.8319	-26.522	-29.536	-32.5026	-35.6052	-38.7292	-41.8971	-45.3253	-48.6044
740000	479.645	0	0.264282	0.172363	-0.167725	-0.791992	-1.70752	-2.78479	-4.16821	-5.71741	-7.45764	-9.28699	-11.2683	-13.4636	-15.8141	-18.3385	-21.0328	-23.8318	-26.5219	-29.5359	-32.5024	-35.6051	-38.7291	-41.897	-45.3252	-48.6042
741000	772.01	0	0.264282	0.172363	-0.167725	-0.791992	-1.70752	-2.78503	-4.16882	-5.71765	-7.45837	-9.28796	-11.2692	-13.4642	-15.8145	-18.3387	-21.0328	-23.8318	-26.5219	-29.5359	-32.5024	-35.6051	-38.7291	-41.897	-45.3252	-48.6042
742000	713.136	0	0.26416	0.171875	-0.168213	-0.792358	-1.70764	-2.78577	-4.16895	-5.71851	-7.45923	-9.28809	-11.2697	-13.4644	-15.8145	-18.3387	-21.0328	-23.8318	-26.5219	-29.5359	-32.5024	-35.6051	-38.7291	-41.897	-45.3252	-48.6042
743000	608.515	0	0.26416	0.171875	-0.168213	-0.792358	-1.70776	-2.78601	-4.17004	-5.71863	-7.46021	-9.28857	-11.2705	-13.465	-15.8146	-18.3387	-21.0328	-23.8318	-26.5221	-29.5359	-32.5024	-35.6051	-38.7291	-41.897	-45.3252	-48.6042
744000	713.136	0	0.26416	0.171875	-0.168213	-0.792358	-1.70776	-2.78613	-4.17004	-5.71863	-7.46045	-9.2887	-11.2711	-13.4653	-15.8152	-18.3396	-21.0333	-23.832	-26.5227	-29.5363	-32.5026	-35.6051	-38.7291	-41.897	-45.3252	-48.6044
745000	349.235	0	0.264282	0.171875	-0.168335	-0.79248	-1.70813	-2.78613	-4.17041	-5.71863	-7.46069	-9.28882	-11.2712	-13.4657	-15.8154	-18.3397	-21.0337	-23.8319	-26.5229	-29.5363	-32.5024	-35.605	-38.729	-41.8969	-45.3251	-48.6042
746000	409.278	0	0.264282	0.171631	-0.168213	-0.79248	-1.70789	-2.78564	-4.17017	-5.71826	-7.46021	-9.28845	-11.2706	-13.4652	-15.8149	-18.3391	-21.0331	-23.8313	-26.5223	-29.5356	-32.5018	-35.6044	-38.7284	-41.8962	-45.3245	-48.6036
747000	443.067	0	0.264282	0.171631	-0.168457	-0.792603	-1.70837	-2.78601	-4.17041	-5.71863	-7.46106	-9.28894	-11.2712	-13.4658	-15.8152	-18.3392	-21.0332	-23.8313	-26.5223	-29.5356	-32.5018	-35.6044	-38.7284	-41.8962	-45.3245	-48.6036
748000	562.109	0	0.264404	0.171753	-0.168457	-0.793091	-1.70886	-2.78723	-4.17053	-5.71912	-7.46191	-9.28894	-11.2711	-13.4658	-15.8151	-18.3391	-21.0331	-23.8312	-26.5222	-29.5355	-32.5017	-35.6042	-38.7283	-41.8961	-45.3243	-48.6035
749000	519.243	0	0.264404	0.171753	-0.168579	-0.793457	-1.70935	-2.7876	-4.17139	-5.72021	-7.46252	-9.28943	-11.2712	-13.4662	-15.8151	-18.3391	-21.0331	-23.8312	-26.5222	-29.5355	-32.5017	-35.6042	-38.7283	-41.8961	-45.3243	-48.6035
750000	378.066	0	0.264404	0.171753	-0.168701	-0.793457	-1.70996	-2.78723	-4.17163	-5.71985	-7.46216	-9.28906	-11.2708	-13.4657	-15.8146	-18.3386	-21.0326	-23.8307	-26.5217	-29.535	-32.5012	-35.6038	-38.7278	-41.8956	-45.3239	-48.603
751000	409.278	0	0.264648	0.171997	-0.168579	-0.793335	-1.70947	-2.78638	-4.17065	-5.71899	-7.46118	-9.28809	-11.2698	-13.4647	-15.8136	-18.3376	-21.0316	-23.8297	-26.5208	-29.5341	-32.5002	-35.6028	-38.7268	-41.8947	-45.3229	-48.6021
752000	378.066	0	0.264771	0.171387	-0.168945	-0.792969	-1.70911	-2.78589	-4.16992	-5.71838	-7.46045	-9.28735	-11.269	-13.464	-15.8129	-18.3369	-21.0309	-23.829	-26.52	-29.5333	-32.4995	-35.6021	-38.7261	-41.8939	-45.3221	-48.6013
753000	519.243	0	0.264404	0.171509	-0.169922	-0.793335	-1.70911	-2.78601	-4.16992	-5.71826	-7.46008	-9.28699	-11.2687	-13.4636	-15.8125	-18.3365	-21.0305	-23.8286	-26.5197	-29.533	-32.4991	-35.6017	-38.7257	-41.8936	-45.3218	-48.601
754000	772.01	0	0.264404	0.171631	-0.170166	-0.794067	-1.70947	-2.78638	-4.17041	-5.71863	-7.46045	-9.28711	-11.2688	-13.4639	-15.8124	-18.3364	-21.0304	-23.8285	-26.5195	-29.5328	-32.499	-35.6016	-38.7256	-41.8934	-45.3217	-48.6008
755000	519.243	0	0.264404	0.171387	-0.17041	-0.794922	-1.70959	-2.78674	-4.17139	-5.71936	-7.46094	-9.28735	-11.2693	-13.464	-15.8124	-18.3364	-21.0304	-23.8285	-26.5195	-29.5328	-32.499	-35.6016	-38.7256	-41.8934	-45.3217	-48.6008
756000	349.235	0	0.264404	0.171387	-0.170166	-0.795288	-1.71021	-2.78638	-4.17151	-5.71924	-7.46106	-9.28735	-11.2689	-13.4639	-15.8121	-18.3361	-21.03	-23.8281	-26.5192	-29.5325	-32.4987	-35.6012	-38.7252	-41.8931	-45.3213	-48.6005
757000	298	0	0.264343	0.171326	-0.169861	-0.795166	-1.70978	-2.78577	-4.1709	-5.71863	-7.46045	-9.28674	-11.2683	-13.4633	-15.8115	-18.3354	-21.0294	-23.8275	-26.5186	-29.5319	-32.498	-35.6006	-38.7246	-41.8925	-45.3207	-48.5999
758000	409.278	0	0.264404	0.171631	-0.169495	-0.795105	-1.70929	-2.78546	-4.17047	-5.71814	-7.4599	-9.28619	-11.2678	-13.4627	-15.811	-18.3349	-21.0289	-23.827	-26.518	-29.5313	-32.4975	-35.6	-38.7241	-41.8919	-45.3201	-48.5993
759000	322.602	0	0.26416	0.171509	-0.169617	-0.795166	-1.70935	-2.78522	-4.17041	-5.71808	-7.45966	-9.28595	-11.2675	-13.4625	-15.8107	-18.3347	-21.0286	-23.8267	-26.5178	-29.5311	-32.4973	-35.5998	-38.7238	-41.8917	-45.3199	-48.5991
760000	443.067	0	0.263977	0.171448	-0.169739	-0.79541	-1.70917	-2.7854	-4.17023	-5.71783	-7.45941	-9.28577	-11.2673	-13.4622	-15.8105	-18.3344	-21.0284	-23.8265	-26.5175	-29.5308	-32.497	-35.5995	-38.7236	-41.8914	-45.3196	-48.5988
761000	349.235	0	0.264038	0.171509	-0.169434	-0.795105	-1.70862	-2.78485	-4.16962	-5.71722	-7.4588	-9.28516	-11.2667	-13.4616	-15.8099	-18.3338	-21.0278	-23.8259	-26.5169	-29.5302	-32.4964	-35.5989	-38.723	-41.8908	-45.319	-48.5982
762000	378.066	0	0.264282	0.171936	-0.169189	-0.794678	-1.70813	-2.7843	-4.16901	-5.71661	-7.45813	-9.28448	-11.266	-13.4609	-15.8092	-18.3331	-21.0271	-23.8252	-26.5162	-29.5295	-32.4957	-35.5983	-38.7223	-41.8901	-45.3184	-48.5975
763000	349.235	0	0.26416	0.171875	-0.169067	-0.794556	-1.70776	-2.78406	-4.16864	-5.71625	-7.4577	-9.28406	-11.2656	-13.4605	-15.8088	-18.3327	-21.0267	-23.8248	-26.5158	-29.5291	-32.4953	-35.5978	-38.7219	-41.8897	-45.3179	-48.5971
764000	322.602	0	0.264221	0.171997	-0.168701	-0.794006	-1.70721	-2.78345	-4.16797	-5.71558	-7.45703	-9.28339	-11.2649	-13.4598	-15.8081	-18.332	-21.026	-23.8241	-26.5151	-29.5284	-32.4946	-35.5972	-38.7212	-41.889	-45.3173	-48.5964
765000	322.602	0	0.263916	0.171875	-0.169067	-0.794067	-1.70691	-2.7832	-4.16766	-5.71527	-7.45673	-9.28308	-11.2646	-13.4595	-15.8078	-18.3317	-21.0257	-23.8238	-26.5148	-29.5281	-32.4943	-35.5969	-38.7209	-41.8887	-45.317	-48.5961
766000	409.278	0	0.263977	0.172119	-0.168884	-0.794128	-1.70685	-2.78314	-4.1676	-5.71503	-7.45654	-9.2829	-11.2644	-13.4594	-15.8076	-18.3314	-21.0254	-23.8235	-26.5145	-29.5278	-32.494	-35.5966	-38.7206	-41.8884	-45.3167	-48.5958
767000	479.645	0	0.263855	0.172119	-0.169189	-0.794556	-1.70715	-2.78369	-4.16785	-5.71533	-7.4566	-9.28296	-11.2644	-13.4594	-15.8076	-18.3314	-21.0254	-23.8235	-26.5145	-29.5278	-32.494	-35.5966	-38.7206	-41.8884	-45.3167	-48.5958
768000	835.745	0	0.263855	0.172119	-0.169189	-0.794556	-1.70721	-2.78381	-4.16803	-5.71564	-7.45679	-9.28339	-11.2646	-13.4595	-15.8078	-18.3316	-21.0257	-23.8235	-26.5146	-29.5278	-32.494	-35.5966	-38.7206	-41.8884	-45.3167	-48.5958
769000	1242.59	0	0.263855	0.172058	-0.169189	-0.794556	-1.70734	-2.78387	-4.16803	-5.71594	-7.45709	-9.28363	-11.2648	-13.4598	-15.8081	-18.3317	-21.0258	-23.8236	-26.5147	-29.528	-32.494	-35.5966	-38.7206	-41.8884	-45.3167	-48.5958
770000	608.515	0	0.263855	0.172058	-0.169189	-0.794556	-1.70734	-2.78387	-4.16803	-5.71594	-7.45728	-9.28375	-11.2651	-13.46	-15.8085	-18.3322	-21.0259	-23.8239	-26.5148	-29.5281	-32.494	-35.5966	-38.7206	-41.8885	-45.3167	-48.5958
771000	658.752	0	0.263855	0.172058	-0.169189	-0.794556	-1.7074	-2.78387	-4.16809	-5.71619	-7.45746	-9.28418	-11.2656	-13.4604	-15.8088	-18.3323	-21.0259	-23.8239	-26.5148	-29.5281	-32.494	-35.5966	-38.7206	-41.8885	-45.3167	-48.5958
772000	519.243	0	0.263794	0.171997	-0.16925	-0.794861	-1.7077	-2.78412	-4.16858	-5.71643	-7.45782	-9.28442	-11.2656	-13.4604	-15.8088	-18.3323	-21.0259	-23.8239	-26.5148	-29.5281	-32.494	-35.5966	-38.7206	-41.8885	-45.3167	-48.5958
773000	443.067	0	0.263733	0.171997	-0.169373	-0.794861	-1.70801	-2.78448	-4.16864	-5.71674	-7.45813	-9.28473	-11.266	-13.4606	-15.809	-18.3323	-21.0259	-23.8239	-26.5148	-29.5281	-32.494	-35.5966	-38.7206	-41.8885	-45.3167	-48.5958
774000	479.645	0	0.263977	0.172241	-0.168884	-0.794617	-1.70789	-2.78436	-4.1684	-5.71625	-7.45776	-9.28436	-11.2655	-13.4601	-15.8085	-18.3318	-21.0255	-23.8234	-26.5143	-29.5276	-32.4935	-35.5961	-38.7202	-41.888	-45.3162	-48.5953
775000	298	0	0.263611	0.172058	-0.169128	-0.794922	-1.70807	-2.78455	-4.16858	-5.71631	-7.45782	-9.2843	-11.2654	-13.46	-15.8085	-18.3317	-21.0254	-23.8234	-26.5143	-29.5276	-32.4935	-35.5961	-38.7201	-41.8879	-45.3161	-48.5953
776000	349.235	0	0.263489	0.172119	-0.169006	-0.794739	-1.7077	-2.78412	-4.16815	-5.71582	-7.45734	-9.28381	-11.265	-13.4595	-15.808	-18.3312	-21.0249	-23.8229	-26.5138	-29.5271	-32.493	-35.5956	-38.7196	-41.8875	-45.3156	-48.5948
777000	298	0	0.263855	0.172729	-0.168396	-0.794067	-1.70685	-2.7832	-4.1673	-5.7149	-7.45642	-9.2829	-11.264	-13.4586	-15.8071	-18.3303	-21.024	-23.822	-26.5129	-29.5262	-32.4921	-35.5947	-38.7187	-41.8865	-45.3147	-48.5939
778000	519.243	0	0.264038	0.172791	-0.168335	-0.793762	-1.70654	-2.78296	-4.16705	-5.71454	-7.45612	-9.28253	-11.2637	-13.4583	-15.8066	-18.3299	-21.0236	-23.8215	-26.5125	-29.5258	-32.4916	-35.5942	-38.7183	-41.8861	-45.3143	-48.5934
779000	298	0	0.26416	0.172913	-0.168396	-0.793884	-1.70667	-2.78302	-4.1673	-5.71472	-7.45599	-9.28259	-11.2637	-13.4583	-15.8066	-18.3298	-21.0235	-23.8215	-26.5123	-29.5256	-32.4915	-35.5942	-38.7181	-41.886	-45.3141	-48.5933
780000	519.243	0	0.264221	0.173035	-0.168518	-0.794006	-1.70673	-2.78333	-4.1676	-5.71484	-7.45599	-9.28253	-11.2637	-13.4583	-15.8066	-18.3297	-21.0234	-23.8214	-26.5122	-29.5255	-32.4914	-35.5941	-38.718	-41.8859	-45.314	-48.5932
781000	608.515	0	0.264221	0.173035	-0.168518	-0.794006	-1.70679	-2.78351	-4.16785	-5.71527	-7.45636	-9.28271	-11.264	-13.4585	-15.8069	-18.3298	-21.0234	-23.8214	-26.5122	-29.5255	-32.4914	-35.5941	-38.718	-41.8859	-45.314	-48.5932
782000	378.066	0	0.264221	0.173096	-0.168579	-0.794006	-1.70685	-2.78363	-4.16785	-5.71515	-7.45624	-9.28247	-11.2639	-13.4583	-15.8066	-18.3296	-21.0231	-23.8211	-26.512	-29.5253	-32.4911	-35.5938	-38.7178	-41.8856	-45.3138	-48.593
783000	322.602	0	0.263916	0.173096	-0.168274	-0.793762	-1.70642	-2.78314	-4.16748	-5.71472	-7.45575	-9.28198	-11.2634	-13.4578	-15.8062	-18.3291	-21.0226	-23.8206	-26.5115	-29.5248	-32.4907	-35.5933	-38.7173	-41.8851	-45.3133	-48.5925
784000	322.602	0	0.263916	0.173462	-0.167419	-0.793091	-1.70557	-2.78229	-4.16669	-5.71387	-7.4549	-9.28113	-11.2625	-13.4569	-15.8053	-18.3282	-21.0218	-23.8198	-26.5106	-29.5239	-32.4898	-35.5925	-38.7164	-41.8843	-45.3124	-48.5916
785000	378.066	0	0.263367	0.173645	-0.167297	-0.792786	-1.70508	-2.78186	-4.1662	-5.71338	-7.45441	-9.28064	-11.262	-13.4564	-15.8048	-18.3278	-21.0213	-23.8193	-26.5101	-29.5234	-32.4893	-35.592	-38.7159	-41.8838	-45.312	-48.5911
786000	322.602	0	0.263245	0.173401	-0.167358	-0.792725	-1.70526	-2.78162	-4.16589	-5.71307	-7.4541	-9.28033	-11.2617	-13.4561	-15.8045	-18.3275	-21.021	-23.819	-26.5098	-29.5231	-32.489	-35.5917	-38.7156	-41.8835	-45.3116	-48.5908
787000	298	0	0.263306	0.173401	-0.167297	-0.792847	-1.7052	-2.78198	-4.16595	-5.71313	-7.4541	-9.28027	-11.2615	-13.456	-15.8043	-18.3273	-21.0208	-23.8188	-26.5096	-29.5229	-32.4888	-35.5915	-38.7155	-41.8833	-45.3115	-48.5906
788000	378.066	0	0.263489	0.173157	-0.167297	-0.792664	-1.70514	-2.78162	-4.16553	-5.71271	-7.45367	-9.27985	-11.2611	-13.4556	-15.8039	-18.3268	-21.0204	-23.8184	-26.5092	-29.5225	-32.4884	-35.5911	-38.715	-41.8829	-45.311	-48.5902
789000	378.066	0	0.263184	0.172607	-0.167358	-0.792664	-1.70532	-2.78156	-4.16547	-5.71252	-7.45349	-9.27966	-11.2609	-13.4554	-15.8037	-18.3267	-21.0202	-23.8182	-26.509	-29.5223	-32.4882	-35.5909	-38.7148	-41.8827	-45.3109	-48.59
790000	298	0	0.263611	0.173584	-0.166138	-0.791565	-1.70416	-2.78033	-4.16425	-5.7113	-7.45227	-9.27844	-11.2597	-13.4542	-15.8025	-18.3254	-21.019	-23.817	-26.5078	-29.5211	-32.487	-35.5897	-38.7136	-41.8815	-45.3096	-48.5888
791000	409.278	0	0.264282	0.174316	-0.165222	-0.790771	-1.70306	-2.77924	-4.16321	-5.71021	-7.45117	-9.27734	-11.2586	-13.4531	-15.8014	-18.3243	-21.0179	-23.8159	-26.5067	-29.52	-32.4859	-35.5886	-38.7125	-41.8804	-45.3085	-48.5877
792000	713.136	0	0.263977	0.174316	-0.165161	-0.790894	-1.70312	-2.77936	-4.16309	-5.71021	-7.45105	-9.27716	-11.2587	-13.4529	-15.8012	-18.3242	-21.0177	-23.8157	-26.5065	-29.5198	-32.4857	-35.5884	-38.7123	-41.8802	-45.3083	-48.5875
793000	479.645	0	0.263977	0.174194	-0.165344	-0.791077	-1.70319	-2.77966	-4.16321	-5.71033	-7.45123	-9.27734	-11.259	-13.4532	-15.8014	-18.3243	-21.0177	-23.8157	-26.5065	-29.5198	-32.4857	-35.5884	-38.7123	-41.8802	-45.3083	-48.5875
794000	562.109	0	0.263977	0.174133	-0.165405	-0.79126	-1.70355	-2.78015	-4.16351	-5.71069	-7.45142	-9.27734	-11.2593	-13.4532	-15.8015	-18.3243	-21.0177	-23.8157	-26.5065	-29.5198	-32.4857	-35.5884	-38.7123	-41.8802	-45.3083	-48.5875
795000	562.109	0	0.263916	0.174011	-0.165527	-0.791443	-1.70386	-2.7804	-4.16364	-5.71112	-7.45172	-9.27753	-11.2596	-13.4533	-15.8015	-18.3243	-21.0177	-23.8157	-26.5065	-29.5198	-32.4857	-35.5884	-38.7123	-41.8802	-45.3083	-48.5875
796000	443.067	0	0.263794	0.17395	-0.165771	-0.791748	-1.70392	-2.78046	-4.16376	-5.71118	-7.45172	-9.27753	-11.2596	-13.4532	-15.8013	-18.3242	-21.0176	-23.8156	-26.5064	-29.5197	-32.4856	-35.5883	-38.7122	-41.8801	-45.3082	-48.5874
797000	443.067	0	0.263672	0.173828	-0.166016	-0.79187	-1.70435	-2.7804	-4.16382	-5.71124	-7.45178	-9.2774	-11.2595	-13.4531	-15.8012	-18.3242	-21.0175	-23.8154	-26.5063	-29.5196	-32.4855	-35.5881	-38.7121	-41.8799	-45.3081	-48.5873
798000	409.278	0	0.263855	0.174072	-0.165466	-0.791321	-1.70355	-2.7796	-4.16302	-5.71045	-7.45099	-9.27661	-11.2587	-13.4523	-15.8004	-18.3234	-21.0167	-23.8146	-26.5055	-29.5188	-32.4847	-35.5873	-38.7113	-41.8792	-45.3073	-48.5865
799000	772.01	0	0.263977	0.174255	-0.165283	-0.791382	-1.70349	-2.7796	-4.16321	-5.71039	-7.45099	-9.27661	-11.2589	-13.4523	-15.8004	-18.3232	-21.0165	-23.8145	-26.5053	-29.5186	-32.4845	-35.5872	-38.7111	-41.879	-45.3071	-48.5863
800000	658.752	0	0.263977	0.174255	-0.165283	-0.791382	-1.70349	-2.7796	-4.16333	-5.71057	-7.45129	-9.27698	-11.259	-13.4526	-15.8007	-18.3235	-21.0165	-23.8145	-26.5055	-29.5186	-32.4846	-35.5872	-38.7111	-41.879	-45.3071	-48.5863
801000	479.645	0	0.263977	0.174194	-0.165283	-0.791626	-1.70398	-2.78009	-4.16351	-5.711	-7.45148	-9.27704	-11.2592	-13.4526	-15.8007	-18.3235	-21.0166	-23.8146	-26.5055	-29.5186	-32.4846	-35.5872	-38.7111	-41.879	-45.3071	-48.5863
802000	298	0	0.26416	0.1745	-0.165039	-0.791199	-1.70374	-2.7796	-4.1629	-5.71045	-7.45087	-9.27643	-11.2586	-13.452	-15.8001	-18.3229	-21.016	-23.814	-26.5049	-29.518	-32.4839	-35.5865	-38.7105	-41.8784	-45.3065	-48.5857
803000	322.602	0	0.264038	0.17511	-0.164307	-0.790527	-1.70294	-2.77875	-4.16205	-5.70959	-7.45001	-9.27557	-11.2578	-13.4511	-15.7993	-18.3221	-21.0151	-23.8131	-26.504	-29.5172	-32.4831	-35.5857	-38.7097	-41.8775	-45.3057	-48.5848
804000	378.066	0	0.263977	0.175049	-0.164429	-0.790588	-1.70282	-2.77863	-4.16211	-5.70966	-7.44983	-9.27533	-11.2575	-13.4509	-15.799	-18.3218	-21.0149	-23.8129	-26.5038	-29.5169	-32.4828	-35.5854	-38.7094	-41.8773	-45.3054	-48.5846
805000	443.067	0	0.263977	0.17511	-0.164551	-0.790771	-1.70319	-2.77893	-4.16235	-5.71021	-7.44989	-9.27533	-11.2574	-13.4508	-15.799	-18.3218	-21.0148	-23.8128	-26.5037	-29.5168	-32.4828	-35.5854	-38.7094	-41.8772	-45.3054	-48.5845
806000	443.067	0	0.263977	0.174866	-0.164978	-0.79126	-1.7038	-2.77899	-4.16266	-5.71045	-7.44989	-9.27539	-11.2574	-13.4508	-15.799	-18.3218	-21.0148	-23.8128	-26.5037	-29.5168	-32.4828	-35.5854	-38.7094	-41.8772	-45.3054	-48.5845
807000	322.602	0	0.264282	0.175049	-0.164612	-0.790649	-1.70325	-2.77832	-4.16193	-5.70972	-7.44916	-9.27466	-11.2567	-13.4501	-15.7982	-18.321	-21.0141	-23.8121	-26.503	-29.5161	-32.4821	-35.5847	-38.7086	-41.8765	-45.3046	-48.5838
